,id,brand,category,name,size,rating,number_of_reviews,love,price,value_price,options,online_only,exclusive,limited_edition,limited_time_offer
209,2035038,amika,Shampoo,Normcore Signature Shampoo,8 oz/ 236 mL,4.0,29,2600,16.0,16.0,no options,1,1,0,0
212,2126324,amika,Conditioner,Vault Leave-In Conditioner,6.7 oz/ 200 mL,4.0,41,5900,25.0,25.0,no options,0,0,0,0
214,2126340,amika,Shampoo,Reset Exfoliating Jelly Shampoo,4.7 oz/ 140 mL,4.5,47,6900,25.0,25.0,no options,0,1,0,0
216,2034999,amika,Hair Oil,Glass Action Universal Elixir,1.7 oz/ 50 mL,4.5,20,4600,28.0,28.0,no options,1,0,0,0
217,2069151,amika,Hair Styling Products,Curl Corps Enhancing Gel,6.7 oz/ 200 mL,4.0,27,3400,25.0,25.0,no options,1,0,0,0
218,2201283,amika,Hair Styling Products,Supernova Blonde Violet Moisture and Shine Cream,3.3 oz/ 100 mL,4.5,27,4000,25.0,25.0,no options,0,0,0,0
220,2280287,amika,Conditioner,Reset Cooling Gel Conditioner,6.7 oz/ 200 mL,4.5,76,1800,25.0,25.0,no options,0,0,0,0
222,2069193,amika,Color Care,Bust Your Brass Violet Leave-In Treatment,5.3 oz/ 388 mL,4.0,29,4000,25.0,25.0,no options,0,0,0,0
224,2186864,amika,Hair Styling Products,Supernova Moisture and Shine Cream,3.3 oz/ 100 mL,4.0,30,2800,25.0,25.0,no options,1,0,0,0
226,2190205,amika,Hair Styling Products,Got Grit Dry Texture Paste,1.7 oz/ 50 mL,4.5,29,2300,25.0,25.0,no options,1,0,0,0
228,2190189,amika,Shampoo,Sexture Beach Look Shampoo,6.7 oz/ 200 mL,4.0,36,2500,25.0,25.0,no options,0,0,0,0
229,2280493,amika,Hair Styling Products,Thicc Volumizing Base,3.3 oz/ 100 mL,3.5,55,3600,25.0,25.0,no options,0,0,0,0
230,2069185,amika,Hair Styling Products,Vandal Volume Powder Spray,0.16 oz/ 4.5 g,4.0,16,2700,25.0,25.0,no options,0,0,0,0
231,2190197,amika,Hair Spray,Bushwick Beach No-Salt Wave Spray,5 oz/ 150 mL,3.0,523,3200,25.0,25.0,no options,0,0,0,0
235,2333391,amika,Color Care,Desert Trip Temporary Color Spray,1.3 oz/ 36.9 g,4.0,4,483,18.0,18.0,no options,1,0,1,0
241,1496488,AMOREPACIFIC,BB & CC Cream,Color Control Cushion Compact Broad Spectrum SPF 50+,1.05 oz,4.0,1000,30900,60.0,60.0,no options,0,0,0,0
244,1328038,AMOREPACIFIC,Eye Creams & Treatments,MOISTURE BOUND Rejuvenating Eye Treatment Gel,0.5 oz/ 15 mL,4.0,268,9700,85.0,85.0,no options,0,0,0,0
245,1161736,AMOREPACIFIC,Toners,Treatment Toner ,3.4 oz/ 100 mL,4.5,183,15900,50.0,50.0,no options,0,0,0,0
246,1161827,AMOREPACIFIC,Moisturizers,MOISTURE BOUND Refreshing Hydra-Gel Oil-Free,1.7 oz/ 50 mL,4.5,381,9300,100.0,100.0,no options,0,0,0,0
247,1930924,AMOREPACIFIC,Moisturizers,The Essential Creme Fluid,3 oz/ 90 mL,4.0,186,9500,98.0,98.0,no options,0,0,0,0
248,1328053,AMOREPACIFIC,Face Serums,MOISTURE BOUND Rejuvenating Serum,1.7 oz/ 50 mL,4.5,98,5000,100.0,100.0,no options,0,0,0,0
249,2150233,AMOREPACIFIC,Eye Creams & Treatments,TIME RESPONSE Eye Reserve Crème,0.5 oz/ 15 mL,4.5,16,2800,260.0,260.0,no options,0,0,0,0
250,2150225,AMOREPACIFIC,Moisturizers,TIME RESPONSE Skin Reserve Crème,0.5 oz/ 15 mL,5.0,8,1100,150.0,150.0,no options,0,0,0,0
251,1675990,AMOREPACIFIC,Eye Creams & Treatments,Intensive Vitalizing Eye Essence,0.5 oz/ 15 mL,4.0,81,6400,95.0,95.0,no options,0,0,0,0
252,2187672,AMOREPACIFIC,Face Serums,Youth Revolution Vitamin C Radiance Concentrator,1 oz/ 30 mL,4.5,77,2300,250.0,250.0,no options,0,0,0,0
256,1161710,AMOREPACIFIC,Face Oils,Treatment Cleansing Oil Face & Eyes,6.8 oz/ 200 mL,4.0,305,7700,50.0,50.0,no options,0,0,0,0
257,1583053,AMOREPACIFIC,Face Masks,MOISTURE BOUND Sleeping Recovery Mask,3.38 oz/ 100 mL,4.5,181,7900,60.0,60.0,no options,0,0,0,0
260,1161660,AMOREPACIFIC,Mists & Essences,Moisture Bound Skin Energy Hydration Mist,2.7 oz/ 80 mL,4.5,270,9900,35.0,35.0,no options,0,0,0,0
261,2187680,AMOREPACIFIC,Face Masks,Youth Revolution Radiance Crème & Masque,1.7 oz/ 50 mL,3.5,22,967,200.0,200.0,no options,0,0,0,0
262,2187706,AMOREPACIFIC,Face Masks,Treatment Enzyme Peeling Masque,2.70 oz/ 80 mL,4.5,103,3800,70.0,70.0,no options,0,0,0,0
264,1900497,AMOREPACIFIC,Skincare,Color Control Cushion Compact Broad Spectrum SPF 50+ Mini,0.17 oz/ 5 g,4.0,92,7700,15.0,15.0,no options,0,0,0,0
266,2058402,AMOREPACIFIC,Face Oils,Botanical Radiance Oil,1 oz/ 30 mL,4.0,56,2200,105.0,105.0,no options,0,1,0,0
267,2139046,AMOREPACIFIC,Lip Balms & Treatments,Dual Nourishing Lip Serum,0.4 oz/ 14 mL,3.0,18,3600,42.0,42.0,no options,1,0,0,0
269,1945724,AMOREPACIFIC,Body Sunscreen,Resort Collection Sun Protection Mist Broad Spectrum SPF 30 Sunscreen,2.7 oz/ 80 mL,3.5,46,2700,32.0,32.0,no options,0,1,0,0
271,2150217,AMOREPACIFIC,Face Serums,TIME RESPONSE Skin Reserve Serum,0.5 oz/ 15 mL,0.0,0,378,280.0,280.0,no options,1,0,0,0
272,1056084,Anastasia Beverly Hills,Eyebrow,Brow Wiz,0.003 oz/ 0.085 g,4.5,14000,660000,23.0,23.0,no options,0,0,0,0
274,1578699,Anastasia Beverly Hills,Eyebrow,DIPBROW™ Pomade,0.14 oz/ 4 g,4.5,10000,504700,21.0,21.0,no options,0,0,0,0
275,1790534,Anastasia Beverly Hills,Eyebrow,Brow Definer,0.007 oz/ 0.2 g,4.0,3000,182300,23.0,23.0,no options,0,0,0,0
276,1012855,Anastasia Beverly Hills,Eyebrow,Clear Brow Gel,0.26 oz/ 7.85 ml,4.5,4000,159800,22.0,22.0,no options,0,0,0,0
280,764936,Anastasia Beverly Hills,Eyebrow,Perfect Brow Pencil,0.034 oz/ 0.85 g,4.5,2000,47900,23.0,23.0,no options,0,0,0,0
283,2270783,Anastasia Beverly Hills,Foundation,Luminous Foundation,1.01 oz/ 30 ml ,4.0,1000,28100,38.0,38.0,no options,0,0,0,0
285,2224608,Anastasia Beverly Hills,Setting Spray & Powder,Dewy Set Setting Spray,0.4 oz/ 100 mL,4.5,179,26700,26.0,26.0,no options,0,0,0,0
288,1852409,Anastasia Beverly Hills,Foundation,Stick Foundation,0.32 oz/ 9.1 g,3.5,1000,97900,25.0,25.0,no options,0,0,0,0
289,2311330,Anastasia Beverly Hills,Eyebrow,Clear Brow Gel Mini,0.085 fl oz/ 2.5ml,0.0,0,8300,9.0,9.0,no options,0,0,0,0
291,1852425,Anastasia Beverly Hills,Contour,Contour & Highlight Stick,0.32 oz/ 9.1 g,4.0,258,11100,25.0,25.0,no options,0,0,0,0
293,2036408,Anastasia Beverly Hills,Lipstick,Liquid Lipstick,0.11 oz / 3.2 g,4.0,4000,549000,20.0,20.0,no options,0,0,0,0
294,829713,Anastasia Beverly Hills,Eyebrow,Tinted Brow Gel,0.32 oz/ 9 g,4.0,2000,78400,22.0,22.0,no options,0,0,0,0
295,2270585,Anastasia Beverly Hills,Setting Spray & Powder,Loose Setting Powder,0.9 oz/ 25 g,4.5,746,9900,36.0,36.0,no options,0,0,0,0
298,1962695,Anastasia Beverly Hills,Lipstick,Matte Lipstick,.12 oz/ 3.5 g,4.5,818,112900,18.0,18.0,no options,0,0,0,0
302,1942051,Anastasia Beverly Hills,Cheek Palettes,Blush Trio,0.11 oz/ 3 g,4.5,399,55400,30.0,30.0,no options,0,0,0,0
303,1941970,Anastasia Beverly Hills,Eyeshadow,Eye Shadow Singles,0.059 oz/ 1.67 g,4.5,687,565200,12.0,12.0,no options,0,0,0,0
306,2093565,Anastasia Beverly Hills,Lip Gloss,Lip Gloss,0.16 oz/ 4.73 mL,4.5,1000,208100,16.0,16.0,no options,0,0,0,0
309,1942119,Anastasia Beverly Hills,Bronzer,Powder Bronzer,0.35 oz /10 g,4.5,371,34700,28.0,28.0,no options,0,0,0,0
310,1118819,Anastasia Beverly Hills,Eyeshadow,Highlighting Duo Pencil,0.18 oz/ 5 g,4.5,480,28800,23.0,23.0,no options,0,0,0,0
312,2266302,Anastasia Beverly Hills,Eyeliner,Liquid Liner,0.08 oz/ 2.4 mL,4.0,679,7500,18.0,18.0,no options,0,0,0,0
316,1622075,Anastasia Beverly Hills,Eyebrow,Pro Pencil,0.087 oz/ 2.4 g,4.0,314,40400,18.0,18.0,no options,0,0,0,0
319,975334,Anastasia Beverly Hills,Eyebrow,Brow Primer,0.1 oz/ 2.5 mL,4.5,514,16700,21.0,21.0,no options,0,0,0,0
321,1792555,Anastasia Beverly Hills,Lip Balm & Treatment,Lip Primer,0.16 oz,4.0,240,27900,16.0,16.0,no options,0,0,0,0
322,2271195,Anastasia Beverly Hills,Highlighter,Loose Highlighter,0.21 oz/ 6 g,4.5,110,25500,25.0,25.0,no options,0,0,0,0
324,2271203,Anastasia Beverly Hills,Face Oils,Hydrating Oil,1 oz/ 30 mL,5.0,12,1800,45.0,45.0,no options,0,0,0,0
325,1703768,Anastasia Beverly Hills,Eyeshadow,Waterproof Crème Color,0.14 oz/ 4 g,3.5,292,25500,18.0,18.0,no options,0,0,0,0
331,1820414,Anastasia Beverly Hills,Eyeliner,Darkside Waterproof Liner,0.01 oz/ 0.28 g,3.5,47,5900,18.0,18.0,no options,0,0,0,0
334,1993963,Anastasia Beverly Hills,Lipstick,Liquid Lipstick in Trouble,0.11 oz/ 3.2 g,3.5,98,12500,20.0,20.0,no options,0,1,1,0
337,1942275,Anastasia Beverly Hills,Highlighter,Liquid Glow Highlighter,0.68 oz/ 20 mL,4.0,137,21100,25.0,25.0,no options,0,0,0,0
339,2226264,Anastasia Beverly Hills,Body Lotions & Body Oils,Shimmer Body Oil,1.5 oz/ 45 mL,4.0,59,7900,38.0,38.0,no options,0,0,0,0
345,1605591,Anthony,Shaving,Ingrown Hair Treatment,2.5 oz/ 74 mL,4.0,136,7400,34.0,34.0,no options,0,0,0,0
346,1605567,Anthony,Face Wash,Facial Scrub,8 oz/ 237 mL,4.5,71,2300,36.0,36.0,no options,0,0,0,0
349,1605674,Anthony,Moisturizer & Treatments,High Performance Vitamin C Facial Serum,1 oz/ 30 mL,4.5,38,3000,46.0,46.0,no options,0,0,0,0
351,1605526,Anthony,Moisturizer & Treatments,Oil Free Facial Lotion,2.5 oz,4.5,42,1000,30.0,30.0,no options,0,0,0,0
352,1605609,Anthony,Aftershave,After Shave Balm,2.5 oz/ 75 mL,5.0,71,1800,24.0,24.0,no options,0,0,0,0
353,1605666,Anthony,Eye Cream,High Performance Continuous Moisture Eye Cream,0.75 oz/ 22 mL,4.0,37,2900,40.0,40.0,no options,0,0,0,0
354,1887173,Anthony,Sunscreen,Day Cream Broad Spectrum Sunscreen SPF 30,3 oz,3.5,7,619,34.0,34.0,no options,0,0,0,0
356,1977511,Antonym,Blush,Organic Certified Highlighting Blush,0.28 oz/ 8 g,4.0,14,3500,42.0,42.0,no options,0,0,0,0
357,2016269,Antonym,Foundation,Skin Esteem Organic Liquid Foundation,1.06 oz/ 30 mL,3.5,24,2200,52.0,52.0,no options,1,0,0,0
358,1977529,Antonym,Highlighter,Certified Organic Highlighter,0.28 oz/ 8 g,3.5,19,3900,42.0,42.0,no options,0,0,0,0
362,2146173,Aquis,Scalp & Hair Treatments,01 Prime Water Defense PreWash,12 oz/ 354 mL,4.5,391,2600,29.0,29.0,no options,1,1,0,0
364,2340917,Armani Beauty,Foundation,Luminous Silk Foundation,1 oz/ 30 mL,4.5,3000,343000,64.0,64.0,no options,0,0,0,0
365,2283158,Armani Beauty,Liquid Lipstick,Lip Maestro Liquid Matte Lipstick,0.22 oz/ 6.6 mL,4.5,1000,179400,38.0,38.0,no options,0,0,0,0
366,2184547,Armani Beauty,Foundation,Power Fabric Longwear High Cover Foundation SPF 25,1 oz/ 30 mL,4.0,768,66500,64.0,64.0,no options,0,0,0,0
367,397299,Armani Beauty,Cologne,Acqua Di Gio Pour Homme,3.4 oz/ 100 mL,5.0,691,17200,88.0,88.0, - 1.7 oz/ 50 mL Eau de Toilette Spray - 3.4 oz/ 100 mL Eau de Toilette Spray  - 10.2 oz/ 300 mL Eau de Toilette Spray - 6.7 oz/ 198 mL Eau de Toilette Spray,0,0,0,0
368,1803147,Armani Beauty,Makeup,Luminous Silk Foundation Mini,0.6 oz,4.0,148,3300,42.0,42.0,no options,1,0,0,0
370,1284249,Armani Beauty,Perfume,Acqua di Gioia,1.7 oz/ 50 mL,4.5,921,30300,78.0,78.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 0.34 oz/ 10mL Eau de Parfum Travel Spray,0,0,0,0
371,2340982,Armani Beauty,Concealer,Luminous Silk Concealer,0.4 oz/ 12 mL,4.5,226,4000,38.0,38.0,no options,0,0,0,0
372,2078574,Armani Beauty,BB & CC Cream,Armani Prima Color Control Glow Moisturizer,1 oz/ 30mL,4.5,19,4700,55.0,55.0,no options,1,0,0,0
373,1571405,Armani Beauty,Perfume,Sì Eau de Parfum,1.7 oz/ 50 mL,4.5,365,24400,97.0,97.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,0,0,0,0
374,826743,Armani Beauty,Cologne,Armani Code,1.7 oz/ 50 mL,5.0,243,6600,72.0,72.0, - 1.7 oz/ 50 mL Eau de Toilette Spray  - 2.5 oz/ 75 mL Eau de Toilette Spray - 4.2 oz/ 125 mL Eau de Toilette Spray,0,0,0,0
375,1736271,Armani Beauty,Cologne,Acqua Di Gio Profumo,1.35 oz,4.5,27,3300,77.0,77.0, - 1.35 oz Parfum Spray  - 2.5 oz / 75 mL Parfum Spray - Out of stock: 4.2 oz Parfum Spray - Out of stock: 10.2 oz/ 300 mL Parfum Spray,0,0,0,0
376,2037935,Armani Beauty,Perfume,Sì Passione Eau de Parfum,1.7 oz/ 50 mL,4.5,1000,10500,97.0,97.0, - 1 oz/ 30 mL Spray Eau de Parfum - 1.7 oz/ 50 mL Spray Eau de Parfum  - 3.4 oz/ 100 mL Spray Eau de Parfum - 0.34oz/ 10 mL Eau de Parfum Spray,0,0,0,0
377,1755453,Armani Beauty,Foundation,Luminous Silk Compact Powder Foundation,0.31 oz/ 9 g,4.5,184,29600,64.0,64.0,no options,0,0,0,0
378,2184323,Armani Beauty,Concealer,Power Fabric Concealer,0.2 oz/ 6 mL,4.5,789,21000,34.0,34.0,no options,0,0,0,0
379,1667864,Armani Beauty,Mascara,Eyes To Kill Mascara,0.33 oz/ 10 mL,4.5,212,9600,32.0,32.0,no options,0,0,0,0
380,2237717,Armani Beauty,Eyeshadow,Eye Tint Liquid Eyeshadow,0.13 oz/ 3.9 mL,4.5,404,53300,30.0,30.0,no options,0,0,0,0
381,912352,Armani Beauty,Perfume,Armani Code Pour Femme,1.7 oz/ 50 mL,4.5,608,13600,72.0,72.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 2.5 oz/ 75 mL Eau de Parfum Spray,0,0,0,0
382,2319291,Armani Beauty,Cologne,Acqua Di Giò Pour Homme Profondo Eau de Parfum,4.2 oz/ 125 mL,0.0,0,84,138.0,138.0, - 1.35 oz/ 40 mL Eau de Parfum Spray - 2.5 oz/ 75 mL Eau de Parfum Spray - 4.2 oz/ 125 mL Eau de Parfum Spray ,0,0,0,0
383,2234003,Armani Beauty,Perfume,Si Fiori Eau de Parfum,1.7 oz/ 50 mL,4.5,46,4700,97.0,97.0, - 1 oz/ 30mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,0,0,0,0
384,1046168,Armani Beauty,Cologne,Acqua di Gio Jumbo,6.7 oz/ 198 mL,5.0,12,1700,126.0,198.0,no options,0,0,0,0
385,2287951,Armani Beauty,Face Primer,Luminous Silk Hydrating Primer,1 fl oz/ 30 mL,4.0,101,4500,42.0,42.0,no options,0,0,0,0
386,1667856,Armani Beauty,Mascara,Eyes To Kill Waterproof Mascara,0.22 oz/ 6.5 mL,4.0,99,5000,32.0,32.0,no options,0,0,0,0
387,1441526,Armani Beauty,Foundation,Maestro Fusion Makeup SPF 15 Foundation,1 oz/ 30 mL,4.5,199,22000,64.0,64.0,no options,0,0,0,0
388,2104354,Armani Beauty,Lipstick,Rouge D'Armani Matte Lipstick,0.14 oz/ 4 g,4.5,367,18600,38.0,38.0,no options,0,0,0,0
389,2054286,Armani Beauty,Cologne,Acqua di Gio Absolu,2.5 oz/ 75 mL,4.5,36,1900,100.0,100.0, - 1.35 oz/ 40 mL Eau de Parfum Spray - 2.5 oz/ 75 mL Eau de Parfum Spray  - 4.2 oz/ 125 mL Eau de Parfum Spray - 6oz/200mL Eau de Parfum Spray,0,0,0,0
390,1957570,Armani Beauty,Foundation,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,1 oz/ 30 mL,4.0,31,5300,122.0,122.0,no options,1,0,0,0
391,2079283,Armani Beauty,Setting Spray & Powder,Neo Nude Fusion Powder,0.12 oz/ 3.5 g,4.5,40,4300,64.0,64.0,no options,0,0,0,0
392,1682509,Armani Beauty,Foundation,Designer Lift Smoothing Firming Foundation SPF 20,1 oz/ 30 mL,4.0,42,13000,67.0,67.0,no options,1,0,0,0
393,2161016,Armani Beauty,Rollerballs & Travel Size,Acqua di Gioia Travel Spray,0.34 oz/ 10mL,4.5,21,3500,26.0,26.0,no options,0,0,0,0
394,1425727,Armani Beauty,Concealer,High Precision Retouch ,0.14 oz/ 4.1 mL,4.5,72,9000,40.0,40.0,no options,0,0,0,0
395,1895960,Armani Beauty,Lip Gloss,Ecstasy Lacquer Lip Gloss,0.2 oz/ 6 mL,4.5,128,47800,38.0,38.0,no options,0,0,0,0
397,2085934,Armani Beauty,Rollerballs & Travel Size,Sì Passione Eau de Parfum Travel Spray,0.34oz/ 10 mL,4.0,30,5000,29.0,29.0, - 0.34oz/ 10 mL Eau de Parfum Spray ,0,0,0,0
398,1811652,Armani Beauty,Cologne,Armani Code Profumo,2 oz/ 60 mL,5.0,26,1800,95.0,95.0, - 2 oz/ 60 mL Eau de Parfum Spray  - 3.7 oz/ 110 mL Eau de Parfum Spray - 6.7oz/200mL Eau de Parfum Spray,0,0,0,0
400,1682434,Armani Beauty,Highlighter,Fluid Sheer Glow Enhancer,1 oz,4.0,132,22200,62.0,62.0,no options,1,0,0,0
401,1857879,Armani Beauty,Mascara,Eccentrico Mascara,0.22 oz/ 6.5 mL,4.5,165,4600,32.0,32.0,no options,0,0,0,0
402,397307,Armani Beauty,Bath & Shower,Acqua Di Gio Pour Homme After Shave Lotion,3.4 oz/ 100 mL,5.0,6,921,51.0,51.0,no options,0,0,0,0
403,1960426,Armani Beauty,Lipstick,Ecstasy Shine Lipstick,0.10 oz/ 3 g,4.5,388,18800,38.0,38.0,no options,0,0,0,0
404,1638337,Armani Beauty,Mascara,Black Ecstasy Mascara ,0.33 oz/ 10 mL,4.5,118,4700,32.0,32.0,no options,0,0,0,0
405,2319416,Armani Beauty,Perfume,Si Passione Intense Eau de Parfum,3.4 oz/ 100 mL,0.0,0,324,126.0,126.0, - 1 oz/ 30 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray ,0,0,0,0
406,1437136,Armani Beauty,Body Sprays & Deodorant,Acqua Di Gio Pour Homme Deodorant Body Spray,4.5 oz,4.5,15,1500,28.0,28.0,no options,0,0,0,0
407,1938075,Armani Beauty,Cologne,Armani Code Colonia,1.7 oz/ 50 mL,4.5,330,749,72.0,72.0, - 1.7 oz/ 50 mL Eau de Toilette Spray  - 2.5 oz/ 75 mL Eau de Toilette Spray - 4.2 oz/ 125 mL Eau de Toilette Spray,0,0,0,0
408,2177780,Armani Beauty,Perfume,Light di Gioia Eau de Parfum,1.0 Fl oz/ 30mL,4.5,13,1200,58.0,58.0, - 1.0 Fl oz/ 30mL Eau de Parfum Spray  - 1.7 fl oz/ 50mL Eau de Parfum Spray - 3.4 fl oz/ 100mL Eau de Parfum Spray,0,0,0,0
409,1875467,Armani Beauty,Lipstick,Lip Magnet Liquid Lipstick,0.13 oz/ 3.9 mL,4.5,357,58200,38.0,38.0,no options,0,0,0,0
410,1977636,Armani Beauty,Cologne,EMPORIO ARMANI Stronger With You,3.4 oz/ 100 mL,4.5,357,2000,79.0,79.0, - 3.4 oz/ 100 mL   ,0,0,0,0
411,1915115,Armani Beauty,Perfume,Sky di Gioia,1.7 oz/ 50 mL,4.5,28,3300,78.0,78.0, - 1.0 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 0.34 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0
412,2039659,Armani Beauty,Value & Gift Sets,Acqua di Gio Gift of Style Set,6.7 oz/ 200 mL,5.0,2,626,118.0,170.0,no options,0,0,0,0
413,2177608,Armani Beauty,Cologne,Acqua Di Giò Absolu Instinct Eau De Parfum,2.5 fl oz/ 75mL,4.5,3,234,100.0,100.0, - 2.5 fl oz/ 75mL Eau de Parfum Spray ,0,0,0,0
415,2171270,Armani Beauty,Cologne,Armani Code Absolu Pour Homme,2oz/60mL,5.0,5,438,95.0,95.0, - 3.7oz/ 110mL Eau de Parfum Spray - 2oz/60mL Eau de Parfum Spray ,0,0,0,0
416,864066,Armani Beauty,Bath & Shower,Armani Code After Shave Lotion,3.4 oz/ 100 mL,4.5,2,390,51.0,51.0,no options,0,0,0,0
417,2079531,Armani Beauty,Highlighter,A-Line Liquid Highlighter,0.13 oz/ 3.9 mL,3.5,10,2500,38.0,38.0,no options,0,0,0,0
418,2079549,Armani Beauty,Lip Balm & Treatment,Neo Nude Ecstasy Balm,0.10 oz/ 3 g,3.5,33,3500,34.0,34.0,no options,0,0,0,0
419,1976356,Armani Beauty,Rollerballs & Travel Size,Sky di Gioia Rollerball,0.34 oz/ 10 mL,4.5,9,1300,28.0,28.0,no options,0,0,0,0
420,2114726,Armani Beauty,Bronzer,A-Line Contour Liquid Bronzer,0.1 oz/ 3.5 g,3.5,24,4200,38.0,38.0,no options,0,0,0,0
421,2161008,Armani Beauty,Rollerballs & Travel Size,Sì Eau de Parfum Travel Spray,0.34oz.10mL,4.5,13,3700,28.0,28.0, - Out of stock: 0.34oz.10mL Eau de Parfum Travel Spray ,0,0,0,0
426,1140839,The Art of Shaving,Shaving,Shaving Cream - Sandalwood,5 oz,4.5,92,1400,25.0,25.0,no options,0,0,0,0
430,1887355,The Art of Shaving,Shaving,Beard Wash - Peppermint Essential Oil,4 oz/ 120 mL,5.0,4,604,15.0,15.0,no options,1,0,0,0
431,1887363,The Art of Shaving,Shaving,Beard Conditioner - Peppermint Essential Oil,4 oz/ 120 mL,5.0,1,567,15.0,15.0,no options,1,0,0,0
451,2066686,Artis,Brush Cleaners,Aerosol Brush Cleansing Foam,6 oz/ 170 g,3.0,7,1200,25.0,25.0,no options,1,0,0,0
459,2344356,Artist Couture,Lipstick,Silk Cream Lipstick,0.16 oz/ 4.5 g,4.0,9,5900,18.0,18.0,no options,1,0,0,0
460,2281541,Artist Couture,Lip Gloss,Plush Pout Lip Gloss,.22 oz/ 6.4 mL,4.5,23,5500,18.0,18.0,no options,0,1,0,0
461,2234565,Artist Couture,Eyeshadow,Diamond Lights Finisher,0.12 oz/ 3.5 g,4.5,76,20300,25.0,25.0,no options,0,1,0,0
462,2059608,Artist Couture,Highlighter,Diamond Glow Powder,0.16 oz/ 4.5 g,4.5,287,49300,27.0,27.0,no options,0,1,0,0
463,2112241,Artist Couture,Highlighter,Diamond Luxe Luminizer Pressed Highlighter,0.35 oz/ 10 g,3.5,42,11900,38.0,38.0,no options,0,1,0,0
464,2195956,Artist Couture,Lip Gloss,Diamond Lip Tease Lip Gloss,.20 oz / 5.9 ml,3.0,66,8200,18.0,18.0,no options,0,1,0,0
467,1836600,Atelier Cologne,Perfume,Clémentine California Cologne Absolue Pure Perfume,3.3 oz/ 100 mL,4.5,384,18100,140.0,140.0, - 1 oz/ 30 mL Parfum Spray with Leather Case - 3.3 oz/ 100 mL Cologne Absolue Pure Perfume Spray  - 6.7 oz/ 200 mL Cologne Absolue Pure Perfume Spray - 0.34 oz/ 10 mL Cologne Absolu Pure Perfume ,0,0,0,0
468,1499128,Atelier Cologne,Perfume,Orange Sanguine Cologne Absolue Pure Perfume ,3.3 oz/ 100 mL,4.0,502,19200,140.0,140.0, - 1 oz/ 30 mL Parfum Spray with Leather Case - 3.3 oz/ 100 mL Cologne Absolue Pure Perfume  Spray  - 0.34 oz/ 10 mL Colognee Pure Perfume Spray - 6.7 oz/ 200 mL Cologne Absolue Pure Perfume  Spray,0,0,0,0
469,1499177,Atelier Cologne,Perfume,Vanille Insensée Cologne Absolue Pure Perfume ,3.3 oz/ 100 mL,4.0,418,16900,140.0,140.0, - 1 oz/ 30 mL Parfum Spray with Leather Case - 3.3 oz/ 100 mL Cologne Absolue Pure Perfume  Spray  - 6.7 oz/ 200 mL Cologne Absolue Pure Perfume  Spray - 0.34 oz/ 10 mL Colognee Pure Perfume Spray,0,0,0,0
470,1964808,Atelier Cologne,Rollerballs & Travel Size,Clémentine California Cologne Pure Perfume Travel Spray,0.34 oz/ 10 mL,4.5,168,11000,30.0,30.0,no options,0,1,0,0
471,2100170,Atelier Cologne,Perfume,Pacific Lime Cologne Absolue Pure Perfume,3.4oz/100mL,4.0,100,4300,140.0,140.0, - 1 oz/ 30 mL Parfum Spray with Leather Case - 3.4oz/100mL Spray Eau de Parfum  - .34/10mL Travel Spray Eau de Parfum,0,0,0,0
473,1684976,Atelier Cologne,Perfume,Pomélo Paradis Cologne Absolue Pure Perfume ,3.3 oz/ 100 mL,4.0,86,5500,140.0,140.0, - 3.3 oz/ 100 mL Cologne Absolue Pure Perfume  Spray  - 6.7 oz/ 200 mL Cologne Absolue Pure Perfume  Spray,0,0,0,0
474,1684521,Atelier Cologne,Perfume,Collection Azur - Cèdre Atlas ,3.3 oz/ 100 mL,4.5,96,4400,140.0,140.0, - 3.3 oz/ 100 mL Cologne Absolue Pure Perfume  Spray  - 0.34 oz/ 10 mL Colognee Pure Perfume Spray,0,1,0,0
475,2294346,Atelier Cologne,Perfume Gift Sets,Clementine California Cologne Absolue Pure Perfume + Leather Case Set,1 oz/ 30 mL,0.0,0,206,80.0,80.0,no options,1,1,1,0
476,1976695,Atelier Cologne,Rollerballs & Travel Size,Vanille Insensée Cologne Absolue Per PerfumeTravel Spray,0.34 oz/ 10 mL,4.5,94,9700,30.0,30.0,no options,0,1,0,0
477,2316156,Atelier Cologne,Perfume,Love Osmanthus Cologne Absolue,3.3 oz/ 100 mL,4.5,6,1300,140.0,140.0, - 1 oz/ 30 mL Parfum Spray with Leather Case - 3.3 oz/ 100 mL Cologne Absolue Spray  - 0.34 oz/ 10 mL Cologne Absolue Spray,0,1,0,0
